,City,Name,Score,Link,Pets,Price
167,Amsterdam,The Dylan Amsterdam,9.3,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html,Pets are allowed. Charges may be applicable.,512
168,Amsterdam,Quentin Zoo hotel,8.2,https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",124
169,Amsterdam,Park Centraal Amsterdam,8.6,https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html,Pets are not allowed.,192
170,Amsterdam,Hampton by Hilton Amsterdam Centre East,8.6,https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html,Pets are allowed on request. Charges may be applicable.,120
171,Amsterdam,"The Pavilions Amsterdam, The Toren",9.0,https://www.booking.com/hotel/nl/jollycarlton.en-gb.html,Pets are allowed. Charges may be applicable.,354
172,Amsterdam,"Apollo Hotel Amsterdam, a Tribute Portfolio Hotel",8.4,https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html,Pets are not allowed.,132
174,Amsterdam,INK Hotel Amsterdam - MGallery,8.9,https://www.booking.com/hotel/nl/citadel.en-gb.html,Pets are not allowed.,158
175,Amsterdam,The Dylan Amsterdam,9.3,https://www.booking.com/hotel/nl/victoria.en-gb.html,Pets are not allowed.,512
176,Amsterdam,WestCord Art Hotel Amsterdam 3 stars,8.6,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html,Pets are not allowed.,98
178,Amsterdam,The Alfred Hotel,7.5,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html,Pets are not allowed.,122
180,Amsterdam,Yays Zoutkeetsgracht Concierged Boutique Apartments,8.7,https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html,Pets are allowed on request. Charges may be applicable.,158
181,Amsterdam,Grand Hotel Downtown,7.8,https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html,Pets are not allowed.,144
182,Amsterdam,Waldorf Astoria Amsterdam,9.4,https://www.booking.com/hotel/nl/notting-hill.en-gb.html,Pets are not allowed.,675
183,Amsterdam,Hotel Il Fiore,8.6,https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html,Pets are allowed on request. Charges may be applicable.,144
184,Amsterdam,The Bolster,7.8,https://www.booking.com/hotel/nl/estherea.en-gb.html,Pets are not allowed.,106
185,Amsterdam,Hotel Asterisk 3 star superior,9.1,https://www.booking.com/hotel/nl/cc.en-gb.html,Pets are not allowed.,122
186,Amsterdam,Hotel 83,7.2,https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html,Pets are not allowed.,127
187,Amsterdam,Hilton Amsterdam,8.2,https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html,Pets are not allowed.,141
188,Amsterdam,The Flying Pig Downtown,8.3,https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html,Pets are allowed. Charges may be applicable.,79
189,Amsterdam,Hotel De Gerstekorrel,7.8,https://www.booking.com/hotel/nl/amshofpark.en-gb.html,Pets are not allowed.,207
190,Amsterdam,PH Hotel Oosteinde,7.7,https://www.booking.com/hotel/nl/terminus.en-gb.html,Pets are not allowed.,102
191,Amsterdam,Via Amsterdam,8.1,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html,Pets are not allowed.,112
192,Amsterdam,Hotel Mosaic City Centre,7.9,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html,Pets are allowed. Charges may be applicable.,107
193,Amsterdam,Hotel Alexander,8.2,https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",96
194,Amsterdam,Via Suites,8.4,https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html,Pets are not allowed.,134
195,Amsterdam,Linden Hotel,9.0,https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html,Pets are allowed on request. Charges may be applicable.,88
196,Amsterdam,Hotel Old Quarter,7.1,https://www.booking.com/hotel/nl/jollycarlton.en-gb.html,Pets are allowed. Charges may be applicable.,86
197,Amsterdam,NH Amsterdam Caransa,8.1,https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html,Pets are not allowed.,169
199,Amsterdam,XO Hotels Blue Tower,7.8,https://www.booking.com/hotel/nl/citadel.en-gb.html,Pets are not allowed.,83
200,Amsterdam,Amsterdam Teleport Hotel,8.3,https://www.booking.com/hotel/nl/victoria.en-gb.html,Pets are not allowed.,91
201,Amsterdam,The Arcade Hotel Amsterdam,7.9,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html,Pets are not allowed.,90
202,Amsterdam,XO Hotels Blue Tower,7.8,https://www.booking.com/hotel/nl/mai-amsterdam.en-gb.html,Pets are not allowed.,83
203,Amsterdam,France Hotel,7.6,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html,Pets are not allowed.,142
204,Amsterdam,Hotel Larende,8.8,https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html,Pets are not allowed.,117
205,Amsterdam,The Manor Amsterdam,8.4,https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html,Pets are allowed on request. Charges may be applicable.,142
206,Amsterdam,Hotel Aalders,9.0,https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html,Pets are not allowed.,122
207,Amsterdam,Hotel Manofa,7.4,https://www.booking.com/hotel/nl/notting-hill.en-gb.html,Pets are not allowed.,263
208,Amsterdam,Hotel van Gelder,7.4,https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html,Pets are allowed on request. Charges may be applicable.,92
209,Amsterdam,Alp Hotel,8.8,https://www.booking.com/hotel/nl/estherea.en-gb.html,Pets are not allowed.,191
210,Amsterdam,Hotel des Arts,8.0,https://www.booking.com/hotel/nl/cc.en-gb.html,Pets are not allowed.,314
211,Amsterdam,City Hotel Amsterdam,8.1,https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html,Pets are not allowed.,156
212,Amsterdam,Hotel TWENTY EIGHT,9.3,https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html,Pets are not allowed.,186
213,Amsterdam,Jaz Amsterdam,8.9,https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html,Pets are allowed. Charges may be applicable.,208
214,Amsterdam,Dam Hotel,6.2,https://www.booking.com/hotel/nl/amshofpark.en-gb.html,Pets are not allowed.,86
215,Amsterdam,Vita Nova,7.1,https://www.booking.com/hotel/nl/terminus.en-gb.html,Pets are not allowed.,59
216,Amsterdam,Hotel Atlantis Amsterdam,7.6,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html,Pets are not allowed.,83
217,Amsterdam,International Budget Hostel City Center,7.3,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html,Pets are allowed. Charges may be applicable.,70
218,Amsterdam,NH Amsterdam Noord,8.3,https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",101
219,Amsterdam,Motel One Amsterdam,8.9,https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html,Pets are not allowed.,111
220,Amsterdam,Stayokay Amsterdam Vondelpark,8.5,https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html,Pets are allowed on request. Charges may be applicable.,84
221,Amsterdam,Hotel Amstelzicht,8.2,https://www.booking.com/hotel/nl/jollycarlton.en-gb.html,Pets are allowed. Charges may be applicable.,196
222,Amsterdam,Ambassade Hotel,9.3,https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html,Pets are not allowed.,280
224,Amsterdam,Hotel Park Plantage,7.4,https://www.booking.com/hotel/nl/citadel.en-gb.html,Pets are not allowed.,87
226,Amsterdam,Facade Hotel Amsterdam,7.6,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html,Pets are not allowed.,538
227,Amsterdam,NH Amsterdam Centre,7.6,https://www.booking.com/hotel/nl/mai-amsterdam.en-gb.html,Pets are not allowed.,149
228,Amsterdam,ibis Styles Amsterdam Amstel,8.2,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html,Pets are not allowed.,109
229,Amsterdam,Jaz Amsterdam,8.9,https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html,Pets are not allowed.,208
230,Amsterdam,Max Brown Hotel Museum Square,8.3,https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html,Pets are allowed on request. Charges may be applicable.,107
231,Amsterdam,Hotel Clemens,9.0,https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html,Pets are not allowed.,133
232,Amsterdam,Dutch Design Hotel Artemis,7.9,https://www.booking.com/hotel/nl/notting-hill.en-gb.html,Pets are not allowed.,92
233,Amsterdam,Pension Homeland,8.6,https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html,Pets are allowed on request. Charges may be applicable.,160
234,Amsterdam,Conscious Hotel Vondelpark,8.5,https://www.booking.com/hotel/nl/estherea.en-gb.html,Pets are not allowed.,112
235,Amsterdam,Mr. Monkey Amsterdam,7.2,https://www.booking.com/hotel/nl/cc.en-gb.html,Pets are not allowed.,191
236,Amsterdam,Acostar Hotel,7.5,https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html,Pets are not allowed.,134
237,Amsterdam,XO Hotel Inner,8.2,https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html,Pets are not allowed.,120
239,Amsterdam,Quentin England Hotel,7.7,https://www.booking.com/hotel/nl/amshofpark.en-gb.html,Pets are not allowed.,79
240,Amsterdam,XO Hotels Infinity,8.0,https://www.booking.com/hotel/nl/terminus.en-gb.html,Pets are not allowed.,110
241,Amsterdam,Hotel King's Court,8.0,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html,Pets are not allowed.,75
242,Amsterdam,ibis Amsterdam City West,8.0,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html,Pets are allowed. Charges may be applicable.,82
243,Amsterdam,Leonardo Royal Hotel Amsterdam,8.6,https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",356
244,Amsterdam,Hotel V Fizeaustraat,9.1,https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html,Pets are not allowed.,207
245,Amsterdam,Amsterdam Hotel Parklane,7.8,https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html,Pets are allowed on request. Charges may be applicable.,96
246,Amsterdam,Hotel Piet Hein,7.4,https://www.booking.com/hotel/nl/jollycarlton.en-gb.html,Pets are allowed. Charges may be applicable.,102
247,Amsterdam,The Muse Amsterdam - Boutique Hotel,8.4,https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html,Pets are not allowed.,103
249,Amsterdam,i hotel,7.1,https://www.booking.com/hotel/nl/citadel.en-gb.html,Pets are not allowed.,59
250,Amsterdam,Hotel TwentySeven - Small Luxury Hotels of the World,9.6,https://www.booking.com/hotel/nl/victoria.en-gb.html,Pets are not allowed.,751
251,Amsterdam,Hotel BOAT & CO,9.2,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html,Pets are not allowed.,218
252,Amsterdam,Hotel Titus City Centre,7.2,https://www.booking.com/hotel/nl/mai-amsterdam.en-gb.html,Pets are not allowed.,80
253,Amsterdam,Aston City Hotel,6.4,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html,Pets are not allowed.,123
254,Amsterdam,Budget Hostel Heart of Amsterdam,7.2,https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html,Pets are not allowed.,86
255,Amsterdam,easyHotel Amsterdam City Centre South,7.6,https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html,Pets are allowed on request. Charges may be applicable.,85
256,Amsterdam,Luxury Suites Amsterdam - Member of Warwick Hotels,9.3,https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html,Pets are not allowed.,405
257,Amsterdam,Quentin Arrive Hotel,6.7,https://www.booking.com/hotel/nl/notting-hill.en-gb.html,Pets are not allowed.,73
258,Amsterdam,BUNK Hotel Amsterdam,8.1,https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html,Pets are allowed on request. Charges may be applicable.,90
259,Amsterdam,nhow Amsterdam Rai,9.0,https://www.booking.com/hotel/nl/estherea.en-gb.html,Pets are not allowed.,132
260,Amsterdam,Novotel Amsterdam City,8.3,https://www.booking.com/hotel/nl/cc.en-gb.html,Pets are not allowed.,143
261,Amsterdam,citizenM Amsterdam South,8.8,https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html,Pets are not allowed.,143
262,Amsterdam,Mercure Hotel Amsterdam Centre Canal District,8.1,https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html,Pets are not allowed.,136
263,Amsterdam,Yays Entrepothaven Concierged Boutique Apartments,9.0,https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html,Pets are allowed. Charges may be applicable.,155
264,Amsterdam,Hotel Imperial,8.5,https://www.booking.com/hotel/nl/amshofpark.en-gb.html,Pets are not allowed.,151
265,Amsterdam,Mps Holland,7.6,https://www.booking.com/hotel/nl/terminus.en-gb.html,Pets are not allowed.,102
266,Amsterdam,Hotel De Looier,6.7,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html,Pets are not allowed.,80
267,Amsterdam,Hotel TWENTY EIGHT,9.3,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html,Pets are allowed. Charges may be applicable.,186
268,Amsterdam,Sir Albert Hotel,8.7,https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",201
269,Amsterdam,The ED Amsterdam,8.7,https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html,Pets are not allowed.,108
270,Amsterdam,Hotel The Bird,8.3,https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html,Pets are allowed on request. Charges may be applicable.,172
271,Amsterdam,Euphemia Budget Old City Canal Zone,7.7,https://www.booking.com/hotel/nl/jollycarlton.en-gb.html,Pets are allowed. Charges may be applicable.,96
272,Amsterdam,Quentin Golden Bear Hotel,6.9,https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html,Pets are not allowed.,133
274,Amsterdam,Budget Trianon Hotel,6.3,https://www.booking.com/hotel/nl/citadel.en-gb.html,Pets are not allowed.,54
275,Amsterdam,Hotel de Munck,7.0,https://www.booking.com/hotel/nl/victoria.en-gb.html,Pets are not allowed.,91
276,Amsterdam,QO Amsterdam,9.0,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html,Pets are not allowed.,250
277,Amsterdam,Budget Hostel Sphinx,6.8,https://www.booking.com/hotel/nl/mai-amsterdam.en-gb.html,Pets are not allowed.,96
278,Amsterdam,The Concert Hotel,7.8,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html,Pets are not allowed.,86
279,Amsterdam,AmicitiA,7.7,https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html,Pets are not allowed.,59
280,Amsterdam,Van der Valk Hotel Amsterdam Zuidas,9.0,https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html,Pets are allowed on request. Charges may be applicable.,158
281,Amsterdam,No. 377 House,8.3,https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html,Pets are not allowed.,115
282,Amsterdam,Hotel Flipper Amsterdam,6.8,https://www.booking.com/hotel/nl/notting-hill.en-gb.html,Pets are not allowed.,59
283,Amsterdam,Amsterdam Downtown Hotel,7.2,https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html,Pets are allowed on request. Charges may be applicable.,538
284,Amsterdam,Prestige Hotel,7.3,https://www.booking.com/hotel/nl/estherea.en-gb.html,Pets are not allowed.,70
285,Amsterdam,Felicitas,8.3,https://www.booking.com/hotel/nl/cc.en-gb.html,Pets are not allowed.,65
286,Amsterdam,Hotel Corner House,7.5,https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html,Pets are not allowed.,84
287,Amsterdam,The Student Hotel Amsterdam West,8.5,https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html,Pets are not allowed.,65
288,Amsterdam,Facade Hotel Amsterdam,7.6,https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html,Pets are allowed. Charges may be applicable.,538
289,Amsterdam,PH Hotel de Entree,6.8,https://www.booking.com/hotel/nl/amshofpark.en-gb.html,Pets are not allowed.,176
290,Amsterdam,i hotel,7.1,https://www.booking.com/hotel/nl/terminus.en-gb.html,Pets are not allowed.,59
291,Amsterdam,Orange Tulip Hotel,6.2,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html,Pets are not allowed.,86
292,Amsterdam,Eden Studios and Apartments,8.2,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-motorkade.en-gb.html,Pets are allowed. Charges may be applicable.,208
293,Amsterdam,CityHub Amsterdam,9.1,https://www.booking.com/hotel/nl/the-hoxton-amsterdam.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",85
294,Amsterdam,Hotel Pagi,7.6,https://www.booking.com/hotel/nl/radissonamsterdam.en-gb.html,Pets are not allowed.,188
295,Amsterdam,Bastion Hotel Amsterdam Amstel,7.2,https://www.booking.com/hotel/nl/nhbarbizon.en-gb.html,Pets are allowed on request. Charges may be applicable.,133
296,Amsterdam,Greenstay,8.5,https://www.booking.com/hotel/nl/jollycarlton.en-gb.html,Pets are allowed. Charges may be applicable.,98
297,Amsterdam,Rembrandtplein Hotel,7.3,https://www.booking.com/hotel/nl/library-amsterdam.en-gb.html,Pets are not allowed.,154
299,Amsterdam,Amistad hotel,8.7,https://www.booking.com/hotel/nl/citadel.en-gb.html,Pets are not allowed.,203
300,Amsterdam,Rembrandtplein Hotel,7.3,https://www.booking.com/hotel/nl/victoria.en-gb.html,Pets are not allowed.,154
301,Amsterdam,Hotel Imperial,8.5,https://www.booking.com/hotel/nl/monet-garden-amsterdam.en-gb.html,Pets are not allowed.,151
302,Amsterdam,A-Train Hotel,8.6,https://www.booking.com/hotel/nl/mai-amsterdam.en-gb.html,Pets are not allowed.,304
303,Amsterdam,Amistad hotel,8.7,https://www.booking.com/hotel/nl/park-inn-by-radisson-amsterdam-city-west.en-gb.html,Pets are not allowed.,203
304,Amsterdam,Mokum Suites,9.5,https://www.booking.com/hotel/nl/olympic-amsterdam123.en-gb.html,Pets are not allowed.,136
305,Amsterdam,ibis Styles Amsterdam Amstel,8.2,https://www.booking.com/hotel/nl/nhamsterdam.en-gb.html,Pets are allowed on request. Charges may be applicable.,109
306,Amsterdam,Amsterdam Nieuwmarkt Centrum Apartments,8.9,https://www.booking.com/hotel/nl/pestana-amsterdam-riverside.en-gb.html,Pets are not allowed.,324
307,Amsterdam,Campanile Hotel & Restaurant Amsterdam Zuid-Oost,7.8,https://www.booking.com/hotel/nl/notting-hill.en-gb.html,Pets are not allowed.,85
308,Amsterdam,Bastion Hotel Amsterdam Amstel,7.2,https://www.booking.com/hotel/nl/nhghkrasnapolsky.en-gb.html,Pets are allowed on request. Charges may be applicable.,133
309,Amsterdam,Belfort Hotel,6.2,https://www.booking.com/hotel/nl/estherea.en-gb.html,Pets are not allowed.,86
310,Amsterdam,Apollofirst Boutique Hotel,8.7,https://www.booking.com/hotel/nl/cc.en-gb.html,Pets are not allowed.,91
311,Amsterdam,Crowne Plaza Amsterdam - South,8.9,https://www.booking.com/hotel/nl/cityden-amsterdam-west.en-gb.html,Pets are not allowed.,154
312,Amsterdam,Hotel Leidsegracht,7.8,https://www.booking.com/hotel/nl/citizenm-amsterdam-amstel.en-gb.html,Pets are not allowed.,80
313,Amsterdam,EasyStayAmsterdam,6.8,https://www.booking.com/hotel/nl/inntel-hotels-amsterdam-centre.en-gb.html,Pets are allowed. Charges may be applicable.,196
314,Amsterdam,Hotel Seven one Seven,8.9,https://www.booking.com/hotel/nl/amshofpark.en-gb.html,Pets are not allowed.,571
315,Amsterdam,Gr8 Hotel Amsterdam Riverside,7.9,https://www.booking.com/hotel/nl/terminus.en-gb.html,Pets are not allowed.,110
316,Amsterdam,Luxury Suites Amsterdam - Member of Warwick Hotels,9.3,https://www.booking.com/hotel/nl/jakarta-amsterdam.en-gb.html,Pets are not allowed.,405
